actor,actor_nepo,year,movie,gross_cr,film_has_nepo_cast,director,imdb_rating,imdb_votes,imdb_matched_title
Riya Sen,no,2010,Benny and Babloo,,no,Yunus Sajawal,6.2,530,Benny and Babloo
Riya Sen,no,2011,Tere Mere Phere,,no,Deepa Sahi,5.4,280,Tere Mere Phere
Riya Sen,no,2012,3 Bachelors,,no,Ajay Sinha,3.3,207,3 Bachelors
Riya Sen,no,2013,Zindagi 50-50,11.00,yes,Rajiv S. Ruia,2.8,261,Zindagi 50 50
Riya Vij,no,2013,Gippi,,no,Sonam Nair,5.6,951,Gippi
Riyaz Anwar,no,2022,Haemolymph,,no,Sudarshan Gamare,8.8,200,Haemolymph
Riyaz Khan,no,2008,Ghajini,232.00,yes,A. R. Murugadoss,7.4,72226,Ghajini
Rizwan Haider,no,2011,I Am Singh,,no,Puneet Issar,5.2,80,I Am Singh
Rizwan Qazi,no,2014,Akela The Alone,,no,Abrar Qazi,6.3,14,Akela the Alone
Roaleey Ryan,no,2021,Faactory,,yes,Faisal Khan,6.4,710,Faactory
Robin Das,no,2023,Love All,,no,Sudhanshu Sharma,7.3,221,Love-All
Rocky Bhatia,no,2004,Stop!,,no,Ajai Sinha,4.7,46,Stop!
Rocky Rupkumar Patra,no,2024,Nasha Jurm Aur Gangsters,,no,Rajkumar Patra,6.2,2763,Nasha Jurm Aur Gangsters
Rocky Verma,no,2015,P Se PM Tak,,no,Kundan Shah,3.7,106,P Se PM Tak
Rohan Grover,no,2011,Chillar Party,,yes,"Vikas Bahl , Nitesh Tiwari",7.5,9358,Children's Party
Rohan Jardosh,no,2013,Amdavad Junction,,no,Apurv Bajpai,4.1,23,Amdavad Junction
Rohan Mehra,no,2013,Sixteen,,no,Raj Purohit,6.2,1868,Sixteen
Rohan Mehra,no,2018,Baazaar,,yes,Gauravv K. Chawla,6.5,6477,Baazaar
Rohan Mehra,no,2021,420 IPC,,no,Manish Gupta,6.6,1598,420 IPC
Rohan Mehra,no,2024,Adbhut,,no,Sabbir Khan,5.2,664,Adbhut
Rohan Shah,no,2011,Masti Express,,no,Vikram Pradhan,4.2,164,Masti Express
Rohan Shah,no,2020,Hacked,1.82,no,Vikram Bhatt,4.4,1936,Hacked
Rohin Robert,no,2012,Sadda Adda,,no,Muazzam Beg,7.0,1492,Sadda Adda
Rohit Arora,no,2012,Sadda Adda,,no,Muazzam Beg,7.0,1492,Sadda Adda
Rohit Bakshi,no,2013,Dehraadun Diary,,no,Milind Ukey,5.8,62,Dehraadun Diary
Rohit Bal,no,2001,Love You Hamesha,,no,Kailash Surendranath,,,
Rohit Chaudhary,no,2025,Shaila,,no,Saki Shah,9.3,555,Shaila
Rohit Juneja,no,2014,Room – The Mystery,,no,Faizal Khan,4.0,47,Room: The Mystery
Rohit KaduDeshmukh and,no,2017,Golmaal Again,311.05,yes,Rohit Shetty,5.0,13421,Golmaal Again
Rohit Kokate,no,2019,Jaoon Kahan Bata Ae Dil,,no,Aadish Keluskar,,,
Rohit Kokate,no,2022,Haemolymph,,no,Sudarshan Gamare,8.8,200,Haemolymph
Rohit Kumar,no,2018,Shaadi Teri Bajayenge Hum Band,,no,Gurpreet Sondh,6.1,196,Shaadi Teri Bajayenge Hum Band
Rohit Raaj,no,2023,Mystery of the Tattoo,,no,Kalaiarasi Sathappan Ganesh Mahadevan,8.1,40,Mystery of the Tattoo
Rohit Rajawat,no,2013,Pyaar Mein Aisa Hota Hai,,no,Rajesh Kumar,4.4,8,Pyaar Mein Aisa Hota Hai
Rohit Rokhade,no,2020,Ram Singh Charlie,,no,Nitin Kakkar,7.9,1771,Ram Singh Charlie
Rohit Roy,no,2004,Ab... Bas!,,no,Rajesh Singh,3.2,103,Ab... Bas!
Rohit Roy,no,2004,Plan,10.83,yes,Hriday Shetty,4.4,1074,Plan
Rohit Roy,no,2005,Ek Khiladi Ek Haseena,7.88,yes,Suparn Verma,5.7,710,Ek Khiladi Ek Haseena
Rohit Roy,no,2007,Delhii Heights,0.99,no,Anand Kumar,4.3,212,Delhii Heights
Rohit Roy,no,2007,Shootout at Lokhandwala,46.04,yes,Apoorva Lakhia,7.1,11622,Shootout at Lokhandwala
Rohit Roy,no,2008,Don Muthu Swami,,no,Ashim Samanta,5.0,76,Don Muthu Swami
Rohit Roy,no,2008,Fashion,39.29,yes,Madhur Bhandarkar,6.9,13715,Fashion
Rohit Roy,no,2010,Apartment,,no,Jagmohan Mundhra,,,
Rohit Roy,no,2010,Mittal v/s Mittal,,no,Karan Razdan,5.0,24,Mittal V/S Mittal
Rohit Roy,no,2017,Kaabil,208.14,yes,Sanjay Gupta,7.2,33330,Kaabil
Rohit Roy,no,2021,Mumbai Saga,22.29,yes,Sanjay Gupta,5.7,10192,Mumbai Saga
Rohit Roy,no,2022,Forensic,,no,Vishal Furia,6.3,3788,Forensic
Rohit Roy,no,2025,Controll,,no,Safdar Abbas,6.8,6281,Controll
Rohit Saraf,no,2024,Ishq Vishk Rebound,6.13,yes,Nipun Dharmadhikari,5.1,8376,Ishq Vishk Rebound
Rohit Saraf,no,2024,Woh Bhi Din The,,no,Sajid Ali,7.2,635,Woh Bhi Din The
Rohit Saraf,no,2025,Sunny Sanskari Ki Tulsi Kumari,99.39,yes,Shashank Khaitan,5.1,25428,Sunny Sanskari Ki Tulsi Kumari
Rohit Suresh Saraf,no,2019,The Sky Is Pink,34.41,no,Shonali Bose,7.6,10760,The Sky Is Pink
Rohit Suresh Saraf,no,2020,Ludo,,yes,Anurag Basu,7.6,46190,Ludo
Rohitash Gaud,no,2008,Aamir,,no,Rajkumar Gupta,7.6,11934,Aamir
Romit Raj,no,2005,Hum Dum,,no,Kushan Nandy,6.2,118,Hum Dum
Ronit Bose Roy,no,2024,Bade Miyan Chote Miyan,102.16,yes,Ali Abbas Zafar,3.7,40769,Bade Miyan Chote Miyan
Ronit Roy,no,2005,Kisna: The Warrior Poet,,yes,Subhash Ghai,4.6,1536,Kisna: The Warrior Poet
Ronit Roy,no,2010,Pankh,0.20,no,Sudipto Chattopadhyaya,3.6,156,Pankh
Ronit Roy,no,2010,Udaan,33.50,no,Vikramaditya Motwane,8.1,49951,Udaan
Ronit Roy,no,2013,Boss,102.82,no,Anthony D'Souza,5.1,13065,Boss
Ronit Roy,no,2013,Shootout at Wadala,82.00,no,Sanjay Gupta,6.1,8570,Shootout at Wadala
Ronit Roy,no,2014,2 States,172.99,yes,Abhishek Varman,6.9,28447,2 States
Ronit Roy,no,2014,Ugly,6.24,no,Anurag Kashyap,7.9,25316,Ugly
Ronit Roy,no,2016,Dongri Ka Raja,,no,Hadi Ali Abrar,4.2,212,Dongri Ka Raja
Ronit Roy,no,2017,Kaabil,208.14,yes,Sanjay Gupta,7.2,33330,Kaabil
Ronit Roy,no,2017,Lucknow Central,16.95,no,Ranjit Tiwari,6.2,3188,Lucknow Central
Ronit Roy,no,2019,Arjun Patiala,9.26,no,Rohit Jugraj,4.4,1746,Arjun Patiala
Ronit Roy,no,2019,Line of Descent,,yes,Rohit Karn Batra,4.6,662,Line of Descent
Ronit Roy,no,2022,Liger,,no,Puri Jagannadh,2.6,49243,Liger
Ronit Roy,no,2023,Bloody Daddy,,yes,Ali Abbas Zafar,6.5,23542,Bloody Daddy
Ronit Roy,no,2023,Farrey,2.25,yes,Soumendra Padhi,6.2,7023,Farrey
Ronit Roy,no,2023,Gumraah,10.68,yes,Vardhan Ketkar,6.5,7802,Gumraah
Ronit Roy,no,2025,Maa,51.64,yes,Vishal Furia,4.9,18982,Maa
Roopa Ganguly,no,2009,Chowrasta Crossroads of Love,,no,Anjan Dutt,6.8,18,Chowrasta Crossroads of Love
Roopa Ganguly,no,2015,Ek Adbhut Dakshina Guru Dakshina,,no,Kiran Phadnis,,,
Roselyn Dsouza,no,2014,Room – The Mystery,,no,Faizal Khan,4.0,47,Room: The Mystery
Roshan Mathew,no,2019,Moothon,,no,Geetu Mohandas,7.3,2405,The Elder One
Roshan Mathew,no,2020,Choked,,no,Anurag Kashyap,5.7,6013,Choked
Roshan Mathew,no,2024,Ulajh,11.05,yes,Sudhanshu Saria,5.9,25615,Ulajh
Roshni,no,2014,Kaho Na Kaho,,no,Sanjay Niranjan,,,
Roshni Chopra,no,2004,Let's Enjoy,,no,"Ankur Tewari , Siddharth Anand Kumar",6.6,127,Let's Enjoy
Roshni Chopra,no,2011,Phhir,,no,Girish Dhamija,5.1,246,Phhir
Roushika Reikhi,no,2014,Neighbours,,no,Shyam Ramsay,3.5,67,Neighbours
Rrajesh Yadav,no,2024,Pad Gaye Pange,,no,Santosh Kumar,5.8,221,Pad Gaye Pange
Rubina Dilaik,no,2022,Ardh,,no,Palash Muchhal,7.4,3899,Ardh
Rucha Gujarati,no,2009,Lottery,,no,Hemant Prabhu,2.8,27,Lottery
Rucha Inamdar,no,2020,Operation Parindey,,no,Sanjay Gadhvi,4.7,442,Operation Parindey
Rucha Inamdar,no,2023,Minus 31: The Nagpur Files,0.06,no,Pratik Moitro,5.3,2402,Minus 31: The Nagpur Files
Ruchika Kapoor,no,2018,Laila Majnu,11.50,no,Sajid Ali,7.6,9828,Laila Majnu
Ruchira Jadhav,no,2022,Haemolymph,,no,Sudarshan Gamare,8.8,200,Haemolymph
Rudhraksh Jaiswal,no,2023,The Tenant,,no,Sushrut Jain,6.2,295,The Tenant
Rudra Kanth,no,2021,D Company,,no,Ram Gopal Varma,4.3,591,D Company
Rudraksh Pundhir,no,2014,Pyar Ka Live Show,,no,Shailendra Singh Rajput,,,
Rufy Khan,no,2010,Kuchh Kariye,,no,Jagbir Dahiya,4.5,32,Kuchh Kariye
Rufy Khan,no,2014,Neighbours,,no,Shyam Ramsay,3.5,67,Neighbours
Rufy Khan,no,2016,Dhara 302,,no,Jitender Singh Narukal,5.2,22,Dhara 302
Ruhani Sharma,no,2025,Agra,,no,Kanu Behl,5.5,1624,Agra
Ruhi Singh,no,2016,Ishq Forever,,no,Sameer Sippy,2.5,129,Ishq Forever
Ruhi Singh,no,2025,Mastiii 4,15.14,yes,Milap Zaveri,2.3,9300,Mastiii 4
Rukhsar,no,2011,Kaccha Limboo,,no,Sagar Ballary,5.9,119,Kaccha Limboo
Rukhsar Rehman,no,2009,The Stoneman Murders,,yes,Manish Gupta,7.3,3932,The Stoneman Murders
Rukhsar Rehman,no,2010,Benny and Babloo,,no,Yunus Sajawal,6.2,530,Benny and Babloo
Rukhsar Rehman,no,2012,Life Ki Toh Lag Gayi,0.32,no,Rakesh Mehta,5.2,281,Life Ki Toh Lag Gayi
Rukmini Maitra,no,2021,Sanak,,no,Kanishk Varma,6.6,11322,Sanak
Rukmini Vijayakumar,no,2016,Final Cut of Director,,no,Bharathiraja,,,
Rukshar Dhillon,no,2020,Bhangra Paa Le,0.52,yes,Sneha Taurani,6.3,448,Bhangra Paa Le
Rumana Molla,no,2021,Bawri Chhori,,no,Kartik Ramalingam,4.2,135,Bawri Chhori
Rupa Bhimani,no,2012,Chhota Bheem and the Curse of Damyaan,5.51,no,Rajiv Chilaka,6.7,627,Chhota Bheem and the Curse of Damyaan
Rupa Bhimani,no,2024,Appu,,no,Prosenjit Ganguly,7.7,211,Appu
Rupa Dutta,no,2005,Saathi: The Companion,,no,Faaiz Anwar,,,
Rupali Ganguly,no,2011,Satrangee Parachute,,no,Vineet Khetrapal,5.4,83,Satrangee Parachute
Rupinder Nagra,no,2009,Kurbaan,42.90,yes,Rensil D'Silva,5.7,5817,Kurbaan
Rupinder Nagra,no,2017,Simran,27.25,no,Hansal Mehta,5.2,4665,Simran
Rushad Rana,no,2005,Mr Ya Miss,,no,Antara Mali,3.8,595,Mr Ya Miss
Rushad Rana,no,2009,8 x 10 Tasveer,23.58,no,Nagesh Kukunoor,5.5,6467,8 x 10 Tasveer
Rushad Rana,no,2015,Bumper Draw,,no,Irshad Khan,3.9,92,Bumper Draw
Ruslaan Mumtaz,no,2007,MP3: Mera Pehla Pehla Pyaar,,no,Robbie Grewal,7.0,2476,MP3: Mera Pehla Pehla Pyaar
Ruslaan Mumtaz,no,2009,Teree Sang,,no,Satish Kaushik,,,
Ruslaan Mumtaz,no,2010,Jaane Kahan Se Aayi Hai,,no,Milap Zaveri,4.4,705,Jaane Kahan Se Aayi Hai
Ruslaan Mumtaz,no,2013,I Don't Luv U,,no,Amit Kasaria,5.9,42,I Don't Luv U
Ruslaan Mumtaz,no,2016,Khel Toh Ab Shuru Hoga,,no,Kunal V Singh,5.1,22,The Game Will Start Now
Ruslaan Mumtaz,no,2021,Oye Mamu,,no,Vikram Singh,7.0,47,Oye Mamu!
Ruslaan Mumtaz,no,2022,Ajay Wardhan,,no,Pragati Agarwal,8.5,51,Ajay Wardhan
Ryanna Skye,no,2025,My Melbourne,,no,Kabir Khan Rima Das Onir Imtiaz Ali,6.2,87,My Melbourne
S. M. Zaheer,no,2004,Police Force: An Inside Story,1.80,no,Dilip Shukla,4.2,858,Police Force: An Inside Story
S. Sreesanth,no,2019,Cabaret,,no,Kaustav Narayan Niyogi,3.2,274,Cabaret
Saachi Bindra,no,2025,Mannu Kya Karegga,,no,Ssanjay Tripaathy,9.0,3132,Mannu Kya Karegga
Saachi Tiwari,no,2015,Rolling Dream,,no,Maahi Kaur,,,
Saadat Khan,no,2024,All India Rank,0.35,no,Varun Grover,6.1,3075,All India Rank
Saadhika,no,2005,Bullet: Ek Dhamaka,,no,Irfan Khan,3.7,66,Bullet: Ek Dhamaka
Saadhika Randhawa,no,2003,2 October,,no,Sunil Tiwari,5.5,51,2 October
Saadhika Randhawa,no,2009,Meri Padosan,,no,Prakash Saini,4.6,13,Meri Padosan
Saahil Prem,no,2014,Mad About Dance,,no,Saahil Prem,,,
Saanand Verma,no,2023,Darran Chhoo,,no,Bharat Ratan,8.6,50,Darran Chhoo
Saba Azad,no,2011,Mujhse Fraaandship Karoge,,no,Nupur Asthana,6.9,4265,Mujhse Fraaandship Karoge
Saba Azad,no,2025,Songs of Paradise,,no,Danish Renzu,7.0,1463,Songs of Paradise
Saba Qamar,no,2017,Hindi Medium,334.36,no,Saket Chaudhary,7.9,36052,Hindi Medium
Sabah Kapoor,no,2018,Khajoor Pe Atke,,no,Harsh Chhaya,5.9,350,Khajoor Pe Atke
Sabina Sheema,no,2010,Nakshatra,,no,Mohan Savalkar,5.0,77,Nakshatra
Sachet Engineer,no,2007,Taare Zameen Par,98.48,yes,Aamir Khan,8.3,232627,Like Stars on Earth
Sachi Ruia,no,2016,Saansein,,no,Rajiv S. Ruia,,,
Sachiin J Joshi,no,2013,Jackpot,5.00,no,Kaizad Gustad,2.0,865,Jackpot
Sachiin J. Joshi,no,2011,Aazaan,,no,Prashant Chadha,4.4,394,Aazaan
Sachiin Joshi,no,2013,Mumbai Mirror,,no,Ankush Bhatt,5.1,131,Mumbai Mirror
Sachiin Joshi,no,2016,Veerappan,,no,Ram Gopal Varma,5.3,965,Veerappan
Sachiin Joshi,no,2019,Amavas,3.60,no,Bhushan Patel,2.9,428,Amavas
Sachin,no,2017,Qaidi Band,,yes,Habib Faisal,6.0,564,Qaidi Band
Sachin Chaubey,no,2017,Babumoshai Bandookbaaz,12.60,no,Kushan Nandy,6.8,2730,Babumoshai Bandookbaaz
Sachin Chaudhary,no,2020,Atkan Chatkan,,no,Shiv Hare,7.6,4273,Atkan Chatkan
Sachin Khari,no,2019,Risknamaa,,no,Aarun Nagar,8.3,43,Risknamaa
Sachin Khedekar,no,2000,Astitva,2.16,yes,Mahesh Manjrekar,7.3,876,Astitva
Sachin Khedekar,no,2000,Lekroo,,no,Shrabani Deodhar,8.1,17,The Child
Sachin Khedekar,no,2004,Netaji Subhas Chandra Bose: The Forgotten Hero,1.25,no,Shyam Benegal,7.6,1453,Netaji Subhas Chandra Bose: The Forgotten Hero
Sachin Khedekar,no,2008,Woodstock Villa,20.00,yes,Hansal Mehta,3.5,455,Woodstock Villa
Sachin Khedekar,no,2009,13B,23.00,no,Vikram K. Kumar,,,
Sachin Khedekar,no,2009,Tum Mile,13.40,yes,Kunal Deshmukh,5.1,2086,Tum Mile
Sachin Khedekar,no,2009,Zor Lagaa Ke...Haiya!,,no,Girish Girija Joshi,6.3,90,Zor Lagaa Ke... Haiya!
Sachin Khedekar,no,2011,Bubble Gum,,no,Sanjivan Lal,7.4,502,Bubble Gum
Sachin Khedekar,no,2012,Arjun: The Warrior Prince,,no,Arnab Chaudhuri,6.8,2263,Arjun: The Warrior Prince
Sachin Khedekar,no,2012,Chhodo Kal Ki Baatein,,no,Pramod Joshi,7.4,169,Chhodo Kal Ki Baatein
Sachin Khedekar,no,2012,Ekk Deewana Tha,8.55,yes,Gautham Vasudev Menon,6.1,3521,Ekk Deewana Tha
Sachin Khedekar,no,2014,Anuradha,,no,Raju Mavani,5.8,9,Anuradha
Sachin Khedekar,no,2014,Rang Rasiya,,no,Ketan Mehta,,,
Sachin Khedekar,no,2016,Traffic,11.65,no,Rajesh Pillai,6.7,2851,Traffic
Sachin Khedekar,no,2017,Ek Thi Rani Aisi Bhi,,no,Gulbahar Singh,,,
Sachin Khedekar,no,2017,Judwaa 2,227.59,yes,David Dhawan,3.7,12753,Judwaa 2
Sachin Khedekar,no,2020,Halahal,,no,Randeep Jha,7.0,2091,Halahal
Sachin Khedekar,no,2021,The Power,,yes,Mahesh Manjrekar,5.5,6523,The Power
Sachin Khedekar,no,2023,Mumbaikar,,no,Santosh Sivan,4.8,851,Mumbaikar
Sachin Khedekar,no,2025,Inspector Zende,,no,Chinmay Mandlekar,5.8,3216,Inspector Zende
Sachin Parikh,no,2024,Bajrang Aur Ali,,no,Jaiveer,7.3,1103,Bajrang Aur Ali
Sachin Pilgaonkar,no,2012,Krishna Aur Kans,,no,Vikram Veturi,7.0,388,Krishna Aur Kans
Sachin Suvarna,no,2016,Dongri Ka Raja,,no,Hadi Ali Abrar,4.2,212,Dongri Ka Raja
Sachin Tendulkar,no,2017,Sachin: A Billion Dreams,76.86,no,James Erskine,8.4,8658,Sachin - A Billion Dreams
Sadashiv Amrapurkar,no,2013,Bombay Talkies,10.00,yes,"Anurag Kashyap , Karan Johar , Zoya Akhtar , Dibakar Banerjee",6.6,6023,Bombay Talkies
Sadha,no,2010,Click,1.60,no,Sangeeth Sivan,3.6,401,Click
Sadha,no,2016,Dil Toh Deewana Hai,,no,Raja Bundela,7.4,27,Dil Toh Deewana Hai
Sadhana Singh,no,2016,Jugni,,no,Shefali Bhushan,6.2,160,Jugni
Sadhana Singh,no,2025,Kaisi Ye Paheli,,no,Ananyabrata Chakravorty,8.4,60,Kaisi Ye Paheli
Sadia Khateeb,no,2020,Shikara,8.15,no,Vidhu Vinod Chopra,3.4,15619,Shikara
Sadia Khateeb,no,2025,The Diplomat,53.14,no,Shivam Nair,7.0,16818,The Diplomat
Sadiya Siddiqui,no,2003,Raghu Romeo,,no,Rajat Kapoor,6.9,749,Raghu Romeo
Sadiya Siddiqui,no,2022,Holy Cow,,no,Sai Kabir,5.2,194,Holy Cow
Sadiya Siddiqui,no,2024,Chote Nawab,,no,Kumud Chaudhary,,,
Sagar Arya,no,2020,London Confidential,,no,Kanwal Sethi,5.9,4119,London Confidential
Sagar Wahi,no,2023,Panch Kriti,,no,Sannjoy Bhargv,,,
Sagarika Ghatge,no,2007,Chak De! India,109.00,no,Shimit Amin,8.1,91958,Chak De! India
Sagarika Ghatge,no,2009,Fox,,yes,Deepak Tijori,5.3,640,Fox
Sagarika Ghatge,no,2011,Miley Naa Miley Hum,,no,Tanveer Khan,3.5,304,Miley Naa Miley Hum
Sagarika Ghatge,no,2012,Rush,4.60,yes,"Shamin Desai, Priyanka Desai",3.9,940,Rush
Saharsh Shukla,no,2019,Chhichhore,215.41,yes,Nitesh Tiwari,8.3,72911,Chhichhore
Sahher Bambba,no,2019,Pal Pal Dil Ke Paas,10.00,yes,Sunny Deol,4.6,1415,Pal Pal Dil Ke Paas
Sahidur Rahaman,no,2025,Stolen,,no,Karan Tejpal,5.8,2456,Stolen
Sahil Anand,no,2014,Babloo Happy Hai,,no,Nila Madhab Panda,6.8,94,Babloo Happy Hai
Sahil Anand,no,2016,Hai Apna Dil Toh Awara,,no,Monjoy Mukerji,7.2,29,Hai Apna Dil Toh Awara
Sahil Anand,no,2016,Love Day - Pyaar Ka Din,,no,"Sandeep Choudhary, Harish Kotian",,,
Sahil Gupta,no,2004,Let's Enjoy,,no,"Ankur Tewari , Siddharth Anand Kumar",6.6,127,Let's Enjoy
Sahil Khan,no,2001,Style,8.84,no,N. Chandra,6.7,2401,Style
Sahil Khan,no,2003,Xcuse Me,,no,N. Chandra,5.8,1061,Xcuse Me
Sahil Khan,no,2005,Double Cross - Ek Dhoka,,no,Vicky Tejwani,4.0,61,Double Cross: Ek Dhoka
Sahil Khan,no,2009,Aladin,10.89,yes,Sujoy Ghosh,4.7,3760,Aladin
Sahil Khan,no,2010,Ramaa: The Saviour,,no,Haadi Abrar,3.6,201,Ramaa: The Saviour
Sahil Khattar,no,2021,200 – Halla Ho,,no,Sarthak Dasgupta,7.4,1984,200: Halla Ho
Sahil Mehta,no,2023,Farrey,2.25,yes,Soumendra Padhi,6.2,7023,Farrey
Sahil Patel,no,2020,Pagleaazam,,no,"Vikas P Kavvthekaar, Aps Raghuvanshi",6.7,15,Pagleaazam
Sahil Vaid,no,2017,Badrinath Ki Dulhania,200.45,yes,Shashank Khaitan,6.1,14867,The Bride of Badrinath
Sahil Vaid,no,2020,Dil Bechara,,yes,Mukesh Chhabra,8.3,137771,Dil Bechara
Sahil Vaid,no,2021,Shershaah,,no,Vishnuvardhan,8.3,136599,Shershaah
Sahil Vaid,no,2021,Silence... Can You Hear It?,,no,Aban Bharucha Deohans,6.6,6034,Silence: Can You Hear It
Sahil Vaid,no,2023,Chatrapathi,,no,V. V. Vinayak,4.0,3706,Chatrapathi
Sahil Vaid,no,2024,Silence 2: The Night Owl Bar Shootout,,no,Aban Bharucha Deohans,6.2,2025,Silence 2: The Night Owl Bar Shootout
Sahira Nair,no,2007,The Namesake,,no,Mira Nair,7.5,22973,The Namesake
Sai Lokur,no,2015,Kis Kisko Pyaar Karoon,71.60,no,Abbas–Mustan,5.6,7087,Kis Kisko Pyaar Karoon
Sai Tamhankar,no,2013,Wake Up India,,no,Babloo Seshadri,6.9,27,Wake Up India
Sai Tamhankar,no,2015,Hunterrr,11.20,no,Harshavardhan Kulkarni,7.0,7252,Hunterrr
Sai Tamhankar,no,2018,Love Sonia,,no,Tabrez Noorani,7.4,2948,Love Sonia
Sai Tamhankar,no,2021,Mimi,,no,Laxman Utekar,7.8,46273,Mimi
Sai Tamhankar,no,2022,India Lockdown,,yes,Madhur Bhandarkar,7.1,10380,India Lockdown
Sai Tamhankar,no,2024,Agni,,no,Rahul Dholakia,7.1,15437,Agni
Sai Tamhankar,no,2024,Bhakshak,,no,Pulkit,7.2,7621,Bhakshak
Sai Tamhankar,no,2025,Ground Zero,,yes,Tejas Prabha Vijay Deoskar,6.6,7101,Ground Zero
Saiee Manjrekar,no,2019,Dabangg 3,230.93,yes,Prabhu Deva,3.0,23120,Dabangg 3
Saiee Manjrekar,no,2022,Major,,no,Sashi Kiran Tikka,8.1,34313,Major
Saiee Manjrekar,no,2024,Auron Mein Kahan Dum Tha,12.91,no,Neeraj Pandey,6.2,41246,Auron Mein Kahan Dum Tha
Saiee Manjrekar,no,2024,Kuch Khattaa Ho Jaay,1.50,no,G. Ashok,5.0,4973,Kuch Khattaa Ho Jaay
Saif Ali Khan,yes,2000,Kya Kehna,2.17,yes,Kundan Shah,5.8,2457,Kya Kehna
Saif Ali Khan,yes,2001,Dil Chahta Hai,39.72,yes,Farhan Akhtar,8.0,79941,Dil Chahta Hai
Saif Ali Khan,yes,2001,Love Ke Liye Kuchh Bhi Karega,10.33,yes,E. Niwas,,,
Saif Ali Khan,yes,2001,Rehnaa Hai Terre Dil Mein,,yes,Gautham Vasudev Menon,7.5,10130,Rehnaa Hai Terre Dil Mein
Saif Ali Khan,yes,2002,Na Tum Jaano Na Hum,19.29,yes,Arjun Sablok,4.9,3212,Na Tum Jaano Na Hum
Saif Ali Khan,yes,2003,Darna Mana Hai,9.00,yes,Prawaal Raman,6.3,4886,Darna Mana Hai
Saif Ali Khan,yes,2003,Kal Ho Naa Ho,86.09,yes,Nikhil Advani,7.9,81762,Kal Ho Naa Ho
Saif Ali Khan,yes,2003,LOC: Kargil,31.67,yes,J. P. Dutta,5.5,3721,LOC: Kargil
Saif Ali Khan,yes,2004,Ek Hasina Thi,10.00,yes,Sriram Raghavan,7.5,8461,Ek Hasina Thi
Saif Ali Khan,yes,2004,Hum Tum,43.22,yes,Kunal Kohli,7.0,16170,Hum Tum
Saif Ali Khan,yes,2005,Parineeta,32.63,yes,Pradeep Sarkar,7.2,10100,Parineeta
Saif Ali Khan,yes,2005,Salaam Namaste,75.23,yes,Siddharth Anand,6.2,8868,Salaam Namaste
Saif Ali Khan,yes,2006,Being Cyrus,4.60,yes,Homi Adajania,7.1,3167,Being Cyrus
Saif Ali Khan,yes,2006,Omkara,42.00,yes,Vishal Bhardwaj,8.0,23929,Omkara
Saif Ali Khan,yes,2007,Eklavya: The Royal Guard,38.00,yes,Vidhu Vinod Chopra,6.0,3635,Eklavya: The Royal Guard
Saif Ali Khan,yes,2007,Nehlle Pe Dehlla,6.41,yes,Ajay Chandhok,3.7,645,Nehlle Pe Dehlla
Saif Ali Khan,yes,2007,Ta Ra Rum Pum,70.00,yes,Siddharth Anand,5.9,9978,Ta Ra Rum Pum
Saif Ali Khan,yes,2008,Race,106.00,yes,Abbas–Mustan,6.7,17270,Race
Saif Ali Khan,yes,2008,Roadside Romeo,6.46,yes,Jugal Hansraj,4.9,1919,Roadside Romeo
Saif Ali Khan,yes,2008,Tashan,51.00,yes,Vijay Krishna Acharya,3.9,6222,Tashan
Saif Ali Khan,yes,2008,Thoda Pyaar Thoda Magic,37.25,yes,Kunal Kohli,5.1,4743,Thoda Pyaar Thoda Magic
Saif Ali Khan,yes,2009,Kurbaan,42.90,yes,Rensil D'Silva,5.7,5817,Kurbaan
Saif Ali Khan,yes,2009,Love Aaj Kal,119.52,yes,Imtiaz Ali,6.8,18303,Love Aaj Kal
Saif Ali Khan,yes,2009,Sanam Teri Kasam,,yes,Lawrence D'Souza,4.1,202,Sanam Teri Kasam
Saif Ali Khan,yes,2011,Aarakshan,64.50,yes,Prakash Jha,6.2,6255,Aarakshan
Saif Ali Khan,yes,2012,Agent Vinod,73.00,yes,Sriram Raghavan,5.3,8471,Agent Vinod
Saif Ali Khan,yes,2012,Cocktail,125.70,yes,Homi Adajania,6.3,16296,Cocktail
Saif Ali Khan,yes,2013,Bullett Raja,53.60,yes,Tigmanshu Dhulia,4.9,4267,Bullett Raja
Saif Ali Khan,yes,2013,Go Goa Gone,39.00,yes,"Raj Nidimoru , Krishna D.K.",6.7,17148,Go Goa Gone
Saif Ali Khan,yes,2013,Race 2,175.75,yes,Abbas–Mustan,5.4,18503,Race 2
Saif Ali Khan,yes,2014,Happy Ending,38.00,yes,Raj Nidimoru and Krishna DK,5.4,4133,Happy Ending
Saif Ali Khan,yes,2014,Humshakals,105.28,yes,Sajid Khan,1.8,9254,Humshakals
Saif Ali Khan,yes,2015,Phantom,84.00,yes,Kabir Khan,6.0,10425,Phantom
Saif Ali Khan,yes,2017,Chef,10.60,yes,Raja Krishna Menon,5.7,2843,Chef
Saif Ali Khan,yes,2017,Rangoon,41.04,yes,Vishal Bhardwaj,5.6,5307,Rangoon
Saif Ali Khan,yes,2018,Baazaar,,yes,Gauravv K. Chawla,6.5,6477,Baazaar
Saif Ali Khan,yes,2018,Kaalakaandi,10.00,yes,Akshat Verma,6.3,3577,Kaalakaandi
