actor,actor_nepo,year,movie,gross_cr,film_has_nepo_cast,director
Ira Dubey,no,2015,Dilliwali Zaalim Girlfriend,,no,Japinder Kaur
Ira Dubey,no,2016,Dear Zindagi,138.91,yes,Gauri Shinde
Ira Dubey,no,2016,M Cream,,no,Agneya Singh
Iravati Harshe,no,2009,"Raat Gayi, Baat Gayi?",,no,Saurabh Shukla
Irra Mor,no,2021,D Company,,no,Ram Gopal Varma
Irrfan Khan,no,2002,Gunaah,7.50,no,Amol Shetge
Irrfan Khan,no,2003,Dhund,,no,Shyam Ramsay
Irrfan Khan,no,2003,Footpath,6.43,yes,Vikram Bhatt
Irrfan Khan,no,2003,Haasil,,no,Tigmanshu Dhulia
Irrfan Khan,no,2004,Aan: Men at Work,,no,Madhur Bhandarkar
Irrfan Khan,no,2004,Charas,0.51,yes,Tigmanshu Dhulia
Irrfan Khan,no,2004,Maqbool,,no,Vishal Bhardwaj
Irrfan Khan,no,2005,7½ Phere,,no,Ishaan Trvedi
Irrfan Khan,no,2005,Chehraa,0.60,no,Saurabh Shukla
Irrfan Khan,no,2005,Chocolate,,yes,Vivek Agnihotri
Irrfan Khan,no,2005,Rog,,no,Himanshu Brahmbhatt
Irrfan Khan,no,2006,Deadline: Sirf 24 Ghante,,no,Tanveer Khan
Irrfan Khan,no,2006,The Killer,6.50,yes,Hasnain Hyderabadwala
Irrfan Khan,no,2007,Aaja Nachle,,yes,Anil Mehta
Irrfan Khan,no,2007,Apna Asmaan,,no,Kaushik Roy
Irrfan Khan,no,2007,Life in a... Metro,24.45,no,Anurag Basu
Irrfan Khan,no,2007,The Namesake,,no,Mira Nair
Irrfan Khan,no,2008,Chamku,3.09,yes,Kabeer Kaushik
Irrfan Khan,no,2008,Dil Kabaddi,,yes,Anil Sharma (Senior)
Irrfan Khan,no,2008,Gumnaam – The Mystery,0.55,no,Neeraj Pathak
Irrfan Khan,no,2008,Krazzy 4,32.27,no,Jaideep Sen
Irrfan Khan,no,2008,Sunday,,yes,Rohit Shetty
Irrfan Khan,no,2008,Tulsi,1.20,no,K. Ajay Kumar
Irrfan Khan,no,2009,Acid Factory,5.20,yes,Suparn Verma
Irrfan Khan,no,2009,Billu,47.45,no,Priyadarshan
Irrfan Khan,no,2009,New York,78.34,no,Kabir Khan
Irrfan Khan,no,2010,Hisss,,no,Jennifer Lynch
Irrfan Khan,no,2010,Knock Out,6.20,yes,Mani Shankar
Irrfan Khan,no,2010,Right Yaaa Wrong,,yes,Neeraj Pathak
Irrfan Khan,no,2011,7 Khoon Maaf,33.00,no,Vishal Bhardwaj
Irrfan Khan,no,2011,Chillar Party,,yes,"Vikas Bahl , Nitesh Tiwari"
Irrfan Khan,no,2011,Thank You,104.00,yes,Anees Bazmee
Irrfan Khan,no,2011,Yeh Saali Zindagi,10.75,no,Sudhir Mishra
Irrfan Khan,no,2012,Paan Singh Tomar,20.18,no,Tigmanshu Dhulia
Irrfan Khan,no,2013,D Day,24.00,yes,Nikhil Advani
Irrfan Khan,no,2013,"Saheb, Biwi Aur Gangster Returns",28.80,yes,Tigmanshu Dhulia
Irrfan Khan,no,2013,The Lunchbox,110.00,no,Ritesh Batra
Irrfan Khan,no,2014,Gunday,130.91,yes,Ali Abbas Zafar
Irrfan Khan,no,2014,Haider,85.00,yes,Vishal Bhardwaj
Irrfan Khan,no,2014,The Xposé,20.00,no,Ananth Narayan Mahadevan
Irrfan Khan,no,2015,Jazbaa,42.67,no,Sanjay Gupta
Irrfan Khan,no,2015,Piku,141.00,no,Shoojit Sircar
Irrfan Khan,no,2015,Qissa,,no,Anup Singh
Irrfan Khan,no,2015,Talvar,45.90,no,Meghna Gulzar
Irrfan Khan,no,2016,Madaari,28.70,no,Nishikant Kamat
Irrfan Khan,no,2017,Hindi Medium,334.36,no,Saket Chaudhary
Irrfan Khan,no,2017,Qarib Qarib Singlle,2.41,no,Tanuja Chandra
Irrfan Khan,no,2018,Blackmail,28.81,no,Abhinay Deo
Irrfan Khan,no,2018,Karwaan,26.42,no,Akarsh Khurana
Irrfan Khan,no,2020,Angrezi Medium,13.54,yes,Homi Adajania
Irrfan Khan,no,2021,Murder at Teesri Manzil 302,,no,Navneet Baj Saini
Isabelle Adjani,no,2013,Ishkq in Paris,,no,Prem Raj
Isabelle Kaif,no,2021,Time to Dance,,yes,Stanley D'Costa
Isaiah,no,2010,Prince,,yes,Kookie Gulati
Isha Koppikar,no,2001,Aamdani Atthanni Kharcha Rupaiya,,no,K. Raghavendra Rao
Isha Koppikar,no,2001,Pyaar Ishq Aur Mohabbat,7.15,no,Rajiv Rai
Isha Koppikar,no,2003,Darna Mana Hai,9.00,yes,Prawaal Raman
Isha Koppikar,no,2003,Dil Ka Rishta,14.60,no,Naresh Malhotra
Isha Koppikar,no,2003,LOC: Kargil,31.67,yes,J. P. Dutta
Isha Koppikar,no,2003,Pinjar,,no,Chandrakant Dwivedi
Isha Koppikar,no,2003,Qayamat: City Under Threat,28.52,yes,Harry Baweja
Isha Koppikar,no,2004,Ek Se Badhkar Ek,,no,Kundan Shah
Isha Koppikar,no,2004,Girlfriend,,no,Karan Razdan
Isha Koppikar,no,2004,Hum Tum,43.22,yes,Kunal Kohli
Isha Koppikar,no,2004,Inteqam: The Perfect Game,,no,Pankaj Parashar
Isha Koppikar,no,2004,Krishna Cottage,5.90,yes,Santram Varma
Isha Koppikar,no,2004,Rudraksh,9.87,yes,Mani Shankar
Isha Koppikar,no,2005,Kyaa Kool Hai Hum,22.85,yes,Sangeeth Sivan
Isha Koppikar,no,2005,Maine Pyaar Kyun Kiya?,47.22,yes,David Dhawan
Isha Koppikar,no,2006,36 China Town,38.00,yes,Abbas–Mustan
Isha Koppikar,no,2006,Don: The Chase Begins Again,106.00,yes,Farhan Akhtar
Isha Koppikar,no,2007,Darling,4.75,yes,Ram Gopal Verma
Isha Koppikar,no,2007,Haseena,,no,Vicky Ranawat
Isha Koppikar,no,2007,Salaam-e-Ishq: A Tribute to Love,52.24,yes,Nikhil Advani
Isha Koppikar,no,2008,Ek Vivaah... Aisa Bhi,2.35,no,Kaushik Ghatak
Isha Koppikar,no,2008,Hello,17.96,yes,Atul Agnihotri
Isha Koppikar,no,2008,Rab Ne Bana Di Jodi,157.00,yes,Aditya Chopra
Isha Koppikar,no,2010,Hello Darling,,no,Manoj Tiwari
Isha Koppikar,no,2010,Right Yaaa Wrong,,yes,Neeraj Pathak
Isha Koppikar,no,2011,Shabri,,no,Lalit Marathe
Isha Rikhi,no,2018,Nawabzaade,4.05,no,Jayesh Pradhan
Isha Sharvani,no,2005,Kisna: The Warrior Poet,,yes,Subhash Ghai
Isha Sharvani,no,2006,Rocky,3.04,yes,Suresh Krishna
Isha Sharvani,no,2007,"Good Boy, Bad Boy",,yes,Ashwini Chaudhary
Isha Sharvani,no,2008,U Me Aur Hum,40.02,yes,Ajay Devgn
Isha Sharvani,no,2009,Luck by Chance,29.00,yes,Zoya Akhtar
Isha Talwar,no,2018,Kaalakaandi,10.00,yes,Akshat Verma
Isha Talwar,no,2019,Article 15,93.08,no,Anubhav Sinha
Isha Talwar,no,2024,Ella,,no,Roshan Fernandes
Isha Talwar,no,2025,Kaushaljis vs Kaushal,,no,Seemaa Desai
Ishaan Khatter,yes,2018,Beyond the Clouds,,yes,Majid Majidi
Ishaan Khatter,yes,2018,Dhadak,110.11,yes,Shashank Khaitan
Ishaan Khatter,yes,2020,Khaali Peeli,,yes,Maqbool Khan
Ishaan Khatter,yes,2022,Phone Bhoot,18.73,yes,Gurmmeet Singh
Ishaan Khatter,yes,2023,Pippa,,yes,Raja Krishna Menon
Ishaan Khatter,yes,2025,Homebound,3.00,yes,Neeraj Ghaywan
Ishaan Manhaas,no,2011,Aashiqui.in,,no,Shankhadeep
Ishita Chauhan,no,2008,Hijack,,yes,Kunal Shivdasani
Ishita Chauhan,no,2018,Genius,7.50,no,Anil Sharma
Ishita Dutta,no,2019,Blank,6.41,yes,Behzad Khambata
Ishita Dutta,no,2019,Setters,0.58,no,Ashwini Chaudhary
Ishita Raj Sharma,no,2011,Pyaar Ka Punchnama,17.50,no,Luv Ranjan
Ishita Raj Sharma,no,2019,Yaaram,,yes,Ovais Khan
Ishita Raj Sharma,no,2024,Wild Wild Punjab,,no,Simarpreet Singh
Ishita Salot,no,2013,Amdavad Junction,,no,Apurv Bajpai
Ishita Sharma,no,2007,Dil Dosti Etc,,no,Manish Tiwary
Ishita Sharma,no,2010,Dulha Mil Gaya,,yes,Muddassar Aziz
Ishita Sharma,no,2015,Meeruthiya Gangster,,no,Zeishan Quadri
Ishitta Arun,no,2003,Kahan Ho Tum,,no,Vijay Kumar
Ishitta Arun,no,2004,Stop!,,no,Ajai Sinha
Ishrat Ali,no,2000,Apradhi Kaun,,no,Mohan Bhakri
Ishrat Ali,no,2014,Pyar Ka Live Show,,no,Shailendra Singh Rajput
Ishtiyak Khan,no,2020,Omprakash Zindabad,,no,Ranjeet Gupta
Ishtiyak Khan,no,2022,Dedh Lakh Ka Dulha,,no,Abhay Pratap Singh
Ishtiyak Khan,no,2023,Dvand: The Internal Conflict,,no,Ishtiyak Khan
Ishtiyak Khan,no,2025,The Networker,,no,Vikas Kumar Vishwakarma
Ishwak Singh,no,2020,Unpaused,,no,Raj & D.K Nitya Mehra Nikkhil Advani Tannishtha Chatterjee Avinash Arun
Ishwak Singh,no,2023,Tumse Na Ho Payega,,no,Abhishek Sinha
Ishwak Singh,no,2024,Berlin,,no,Atul Sabharwal
Ishwak Singh,no,2025,Tumko Meri Kasam,,yes,Vikram Bhatt
Izabelle Leite,no,2013,Sixteen,,no,Raj Purohit
Izabelle Leite,no,2014,Purani Jeans,,no,Tanushri Chattrji Bassu
J. B. Rana,no,2013,Kaand: Black Scandal,,no,Santosh K. Gupta
J. Brandon Hill,no,2014,The Dark Secrets Of Tonhi,,no,Shiraz Henry
J. D. Chakravarthy,no,2004,Vaastu Shastra,10.00,no,Saurab Narang
J. D. Chakravarthy,no,2012,Bhoot Returns,6.39,no,Ram Gopal Verma
J.D Chakravarthy,no,2002,Durga,,no,J.D. Chakravarthy
Jaanyaa Joshi,no,2025,Pintu Ki Pappi,,no,Shiv Hare
Jaaved Jaaferi,no,2011,Loot,,yes,Rajneesh Thakur
Jaaved Jaaferi,no,2012,The Forest,,no,Ashvin Kumar
Jaaved Jaaferi,no,2013,War Chhod Na Yaar,,yes,Faraz Haider
Jaaved Jaaferi,no,2014,Bang Bang!,333.00,yes,Siddharth Anand
Jaaved Jaaferi,no,2021,Sooryavanshi,302.52,no,Rohit Shetty
Jaaved Jaaferi,no,2022,Jaadugar,,no,Sameer Saxena
Jabbz Farooqi,no,2016,Shivaay,124.15,no,Ajay Devgn
Jack Gaud,no,2000,The Revenge: Geeta Mera Naam,,no,Dilip Gulati
Jackie Shroff,no,2000,Gang,,no,Mazhar Khan
Jackie Shroff,no,2000,Jung,11.40,yes,Sanjay Gupta
Jackie Shroff,no,2000,Kahin Pyaar Na Ho Jaaye,13.40,yes,K. Muralimohana Rao
Jackie Shroff,no,2000,Mission Kashmir,43.30,yes,Vidhu Vinod Chopra
Jackie Shroff,no,2000,Refugee,35.44,yes,J. P. Dutta
Jackie Shroff,no,2001,Albela,,no,Deepak Sareen
Jackie Shroff,no,2001,Bas Itna Sa Khwaab Hai,,yes,Goldie Behl
Jackie Shroff,no,2001,Farz,19.92,yes,Raj Kanwar
Jackie Shroff,no,2001,Grahan,1.43,no,Shashilal K. Nair
Jackie Shroff,no,2001,Hadh: Life on the Edge of Death,,no,Thampi Kannanthanam
Jackie Shroff,no,2001,Lajja,34.29,yes,Rajkumar Santoshi
Jackie Shroff,no,2001,One 2 Ka 4,13.82,no,Shashilal K. Nair
Jackie Shroff,no,2001,Yaadein,34.59,yes,Subhash Ghai
Jackie Shroff,no,2002,Agni Varsha,,no,Arjun Sajnani
Jackie Shroff,no,2002,Devdas,90.00,no,Sanjay Leela Bhansali
Jackie Shroff,no,2002,Kya Yehi Pyaar Hai,11.36,no,K. Murali Mohan Rao
Jackie Shroff,no,2002,Pitaah,,yes,Mahesh Manjrekar
Jackie Shroff,no,2003,3 Deewarein,,no,Nagesh Kukunoor
Jackie Shroff,no,2003,Baaz: A Bird in Danger,4.80,yes,Tinu Verma
Jackie Shroff,no,2003,Boom,1.20,no,Kaizad Gustad
Jackie Shroff,no,2003,Ek Aur Ek Gyarah,21.00,yes,David Dhawan
Jackie Shroff,no,2003,Samay: When Time Strikes,,no,Robby Grewal
Jackie Shroff,no,2004,Aan: Men at Work,,no,Madhur Bhandarkar
Jackie Shroff,no,2004,Dobara,,no,Shashi Ranjan
Jackie Shroff,no,2004,Hulchul,33.09,yes,Priyadarshan
Jackie Shroff,no,2005,Kyon Ki,23.15,yes,Priyadarshan
Jackie Shroff,no,2006,Apna Sapna Money Money,20.73,no,Sangeeth Sivan
Jackie Shroff,no,2006,Bhagam Bhag,67.00,yes,Priyadarshan
Jackie Shroff,no,2006,Bhoot Unkle,,no,Mukesh Saigal
Jackie Shroff,no,2006,Naksha,,yes,Sachin Bajaj
Jackie Shroff,no,2007,Aur Pappu Paas Ho Gaya,,no,S. Soni
Jackie Shroff,no,2007,Eklavya: The Royal Guard,38.00,yes,Vidhu Vinod Chopra
Jackie Shroff,no,2007,Fool & Final,27.62,yes,Ahmed Khan
Jackie Shroff,no,2008,Halla Bol,19.39,yes,Rajkumar Santoshi
Jackie Shroff,no,2008,Hari Puttar: A Comedy of Terrors,,no,Lucky Kohli & Rajesh Bajaj
Jackie Shroff,no,2008,Mukhbiir,,no,Mani Shankar
Jackie Shroff,no,2008,Thodi Life Thoda Magic,,yes,Vinayak Rajesh
Jackie Shroff,no,2009,Ek: The Power of One,6.00,yes,Sangeeth Sivan
Jackie Shroff,no,2009,Kisaan,5.76,yes,Puneet Sira
Jackie Shroff,no,2009,Raaz: The Mystery Continues,38.09,yes,Mohit Suri
Jackie Shroff,no,2010,Ek Second... Jo Zindagi Badal De?,0.44,no,Partho Ghosh
Jackie Shroff,no,2010,Maalik Ek,,no,Deepak Balraj Vij
Jackie Shroff,no,2010,Veer,68.11,yes,Anil Sharma
Jackie Shroff,no,2011,Chargesheet,0.06,no,Dev Anand
Jackie Shroff,no,2011,Mummy Punjabi,,no,Pammi Somal
Jackie Shroff,no,2011,Satrangee Parachute,,no,Vineet Khetrapal
Jackie Shroff,no,2012,Married 2 America,,no,Dilip Shankar
Jackie Shroff,no,2013,Aurangzeb,35.41,yes,Atul Sabharwal
Jackie Shroff,no,2013,Dhoom 3,589.02,yes,Vijay Krishna Acharya
Jackie Shroff,no,2013,Shootout at Wadala,82.00,no,Sanjay Gupta
Jackie Shroff,no,2013,Super Model,,no,Navin Batra
Jackie Shroff,no,2014,Happy New Year,342.00,yes,Farah Khan
Jackie Shroff,no,2014,Kahin Hai Mera Pyar,,yes,Mahesh Vaijnath Doijode
Jackie Shroff,no,2015,Brothers,140.30,no,Karan Malhotra
Jackie Shroff,no,2015,Dilliwali Zaalim Girlfriend,,no,Japinder Kaur
Jackie Shroff,no,2015,Dirty Politics,,no,K. C. Bokadia
Jackie Shroff,no,2016,Chalk n Duster,,yes,Jayant Gilatar
Jackie Shroff,no,2016,Housefull 3,194.94,yes,Sajid-Farhad
Jackie Shroff,no,2017,Sarkar 3,,no,Ram Gopal Varma
Jackie Shroff,no,2018,Paltan,10.22,yes,J. P. Dutta
Jackie Shroff,no,2018,Phamous,,no,Karan Lalit Butani
Jackie Shroff,no,2019,Prassthanam,5.90,yes,Deva Katta
Jackie Shroff,no,2019,Romeo Akbar Walter,53.48,no,Robbie Garewal
Jackie Shroff,no,2019,Saaho,,no,Sujeeth
Jackie Shroff,no,2021,Hello Charlie,,yes,Pankaj Saraswat
Jackie Shroff,no,2021,Radhe,18.33,yes,Prabhu Deva
Jackie Shroff,no,2021,Satya Sai Baba,,no,Vicky Ranawat
Jackie Shroff,no,2021,Sooryavanshi,302.52,no,Rohit Shetty
Jackie Shroff,no,2022,Atithi Bhooto Bhava,,no,Hardik Gajjar
Jackie Shroff,no,2023,Mast Mein Rehne Ka,,no,Vijay Maurya
Jackie Shroff,no,2024,Baby John,,yes,Kalees
Jackie Shroff,no,2024,Singham Again,389.64,yes,Rohit Shetty
Jackie Shroff,no,2025,Housefull 5,242.80,yes,Tarun Mansukhani
Jackie Shroff,no,2025,Tanvi the Great,,no,Anupam Kher
Jackie Shroff,no,2025,Tu Meri Main Tera Main Tera Tu Meri,48.02,yes,Sameer Vidwans
Jackky Bhagnani,yes,2009,Kal Kissne Dekha,,yes,Vivek Sharma
Jackky Bhagnani,yes,2011,F.A.L.T.U,,yes,Remo D'Souza
Jackky Bhagnani,yes,2012,Ajab Gazabb Love,,yes,Sanjay Gadhvi
Jackky Bhagnani,yes,2013,Rangrezz,6.37,yes,Priyadarshan
Jackky Bhagnani,yes,2014,Youngistaan,9.45,yes,Syed Ahmad Afzal
Jackky Bhagnani,yes,2015,Welcome 2 Karachi,,yes,Ashish R Mohan
Jackky Bhagnani,yes,2018,Mitron,3.85,yes,Nitin Kakar
Jackson Gallagher,no,2025,My Melbourne,,no,Kabir Khan Rima Das Onir Imtiaz Ali
Jacqueline Fernandez,no,2009,Aladin,10.89,yes,Sujoy Ghosh
Jacqueline Fernandez,no,2010,Jaane Kahan Se Aayi Hai,,no,Milap Zaveri
Jacqueline Fernandez,no,2011,Murder 2,105.00,yes,Mohit Suri
Jacqueline Fernandez,no,2012,Housefull 2,179.15,yes,Sajid Khan
Jacqueline Fernandez,no,2013,Race 2,175.75,yes,Abbas–Mustan
Jacqueline Fernandez,no,2014,Kick,402.00,yes,Sajid Nadiadwala
Jacqueline Fernandez,no,2015,Brothers,140.30,no,Karan Malhotra
Jacqueline Fernandez,no,2015,Roy,56.00,yes,Vikramjit Singh
Jacqueline Fernandez,no,2016,A Flying Jatt,56.13,yes,Remo D'Souza
Jacqueline Fernandez,no,2016,Dishoom,119.58,yes,Rohit Dhawan
Jacqueline Fernandez,no,2016,Housefull 3,194.94,yes,Sajid-Farhad
Jacqueline Fernandez,no,2017,A Gentleman,38.30,no,Raj and D.K.
Jacqueline Fernandez,no,2017,Judwaa 2,227.59,yes,David Dhawan
Jacqueline Fernandez,no,2018,Race 3,303.00,yes,Remo D'Souza
Jacqueline Fernandez,no,2019,Drive,,no,Tarun Mansukhani
Jacqueline Fernandez,no,2020,Mrs. Serial Killer,,no,Shirish Kunder
Jacqueline Fernandez,no,2021,Bhoot Police,,yes,Pavan Kirpalani
Jacqueline Fernandez,no,2022,Attack: Part 1,31.61,no,Lakshya Raj Anand
Jacqueline Fernandez,no,2022,Bachchhan Paandey,73.17,no,Farhad Samji
Jacqueline Fernandez,no,2022,Cirkus,61.47,no,Rohit Shetty
Jacqueline Fernandez,no,2022,Ram Setu,94.45,no,Abhishek Sharma
Jacqueline Fernandez,no,2025,Fateh,,no,Sonu Sood
Jacqueline Fernandez,no,2025,Housefull 5,242.80,yes,Tarun Mansukhani
Jacqueline Fitschi-Cornaz,no,2023,Mother Teresa & Me,,no,Kamal Musale
Jagapathi Babu,no,2023,Kisi Ka Bhai Kisi Ki Jaan,182.00,yes,Farhad Samji
Jagapathi Babu,no,2024,Ruslaan,2.70,no,Karan Butani
Jagdeep,no,2020,Omprakash Zindabad,,no,Ranjeet Gupta
Jagrat Desai,no,2011,Tere Mere Phere,,no,Deepa Sahi
Jahan Bloch,no,2010,Krantiveer – The Revolution,,no,Mehul Kumar
Jahnvi Rawat,no,2021,Hum Bhi Akele Tum Bhi Akele,,no,Harish Vyas
Jaid Shaikh,no,2020,The Hundred Bucks,,no,Dushyant Pratap Singh
Jaideep Ahlawat,no,2011,Rockstar,108.70,yes,Imtiaz Ali
Jaideep Ahlawat,no,2013,Commando: A One Man Army,27.00,no,Dilip Ghosh
Jaideep Ahlawat,no,2015,Meeruthiya Gangster,,no,Zeishan Quadri
Jaideep Ahlawat,no,2018,Hotel Milan,,yes,Vishal Mishra
Jaideep Ahlawat,no,2020,Khaali Peeli,,yes,Maqbool Khan
Jaideep Ahlawat,no,2021,Ajeeb Daastaans,,no,Shashank Khaitan Raj Mehta Neeraj Ghaywan Kayoze Irani
Jaideep Ahlawat,no,2022,An Action Hero,,no,Anirudh Iyer
Jaideep Ahlawat,no,2023,Jaane Jaan,,yes,Sujoy Ghosh
Jaideep Ahlawat,no,2023,Three of Us,,no,Avinash Arun Dhaware
Jaideep Ahlawat,no,2024,Maharaj,,yes,Siddharth P. Malhotra
Jaideep Ahlawat,no,2025,Jewel Thief,,yes,Kookie Gulati Robbie Garewal
Jake Ryan,no,2025,My Melbourne,,no,Kabir Khan Rima Das Onir Imtiaz Ali
Jameel Khan,no,2019,Setters,0.58,no,Ashwini Chaudhary
James McAvoy,no,2002,Bollywood Queen,,no,Jeremy Wooding
Jamie Lever,no,2023,Yaatris,,no,Harish Vyas
Jamnadas Majethia,no,2010,Khichdi: The Movie,8.10,no,Aatish Kapadia
Jamnadas Majethia,no,2023,Khichdi 2: Mission Paanthukistan,5.65,no,Aatish Kapadia
Janardhan,no,2007,50 Lakh,,no,Chandra Sekhar Yeleti
Janhvi Kapoor,yes,2020,Ghost Stories,,yes,Karan Johar Dibakar Banerjee Zoya Akhtar Anurag Kashyap
Janhvi Kapoor,yes,2020,Gunjan Saxena: The Kargil Girl,,yes,Sharan Sharma
Janhvi Kapoor,yes,2021,Roohi,30.33,yes,Hardik Mehta
Janhvi Kapoor,yes,2022,Good Luck Jerry,,yes,Sidharth Sengupta
Janhvi Kapoor,yes,2022,Mili,,yes,Mathukutty Xavier
Janhvi Kapoor,yes,2023,Bawaal,,yes,Nitesh Tiwari
Janhvi Kapoor,yes,2024,Mr. & Mrs. Mahi,51.96,yes,Sharan Sharma
Janhvi Kapoor,yes,2024,Ulajh,11.05,yes,Sudhanshu Saria
Janhvi Kapoor,yes,2025,Homebound,3.00,yes,Neeraj Ghaywan
Janhvi Kapoor,yes,2025,Param Sundari,85.83,yes,Tushar Jalota
Janhvi Kapoor,yes,2025,Sunny Sanskari Ki Tulsi Kumari,99.39,yes,Shashank Khaitan
Janki Shah,no,2004,""" Mysteries Shaque """,,no,"Vinod Chhabara ,"
Jannat Zubair Rahmani,no,2011,Aagaah: The Warning,,no,Karan Razdan
Janya Joshi,no,2020,Guilty,,no,Ruchi Narain
Jas Arora,no,2001,Monsoon Wedding,,no,Mira Nair
Jas Arora,no,2003,Chalte Chalte,43.29,yes,Aziz Mirza
Jas Arora,no,2006,Pyaar Ke Side Effects,,no,Saket Chaudhary
Jas Arora,no,2015,Ek Paheli Leela,27.47,no,Bobby Khan
Jas Arora,no,2016,Freaky Ali,21.32,yes,Sohail Khan
Jas Binag,no,2020,London Confidential,,no,Kanwal Sethi
Jas Pandher,no,2004,Shikaar,,no,Darshan Bagga
Jashan Singh & Priyanka Shukla,no,2017,Bhanwarey,,no,Shaurya Singh
Jashn Agnihotri,no,2023,Kaisi Ye Dor,,no,Ratna Neelam Pandey Sandeep S. Choudhary
Jason Lewis,no,2007,My Bollywood Bride,,no,Rajeev Virani
Jassi Gill,no,2018,Happy Phirr Bhag Jayegi,28.06,yes,Mudassar Aziz
Jassi Gill,no,2020,Panga,41.71,no,Ashwiny Iyer Tiwari
Jassie Gill,no,2021,Kya Meri Sonam Gupta Bewafa Hai?,,no,Ssaurabh Tyagi
Jassie Gill,no,2024,Wild Wild Punjab,,no,Simarpreet Singh
Jatin Goswami,no,2017,Babumoshai Bandookbaaz,12.60,no,Kushan Nandy
Jatin Goswami,no,2024,Bhaiyya Ji,11.76,no,Apoorva Singh Karki
Jatin Grewal,no,2001,Rahul,,no,Prakash Jha
Jatin Grewal,no,2005,Chetna: The Excitement,,no,Partho Ghosh
Jatin Grewal,no,2015,International Hero,,no,Sanjay Niranjan
Jatin Khurana,no,2015,Jai Jawaan Jai Kisaan,,no,Milan Ajmera
Jatin Khurana,no,2024,Tauba Tera Jalwa,,no,Akashaditya Lama
Javed Jaffrey,no,2003,Jajantaram Mamantaram,5.70,no,Soumitra Ranade
Javed Jaffrey,no,2005,Salaam Namaste,75.23,yes,Siddharth Anand
Javed Jaffrey,no,2007,Dhamaal,50.73,yes,Indra Kumar
Javed Jaffrey,no,2007,Ta Ra Rum Pum,70.00,yes,Siddharth Anand
Javed Jaffrey,no,2007,Victoria No. 203,,no,Anant Mahadevan
Javed Jaffrey,no,2008,Roadside Romeo,6.46,yes,Jugal Hansraj
Javed Jaffrey,no,2008,Shaurya,,no,Samar Khan
Javed Jaffrey,no,2008,Singh Is Kinng,136.00,no,Anees Bazmee
Javed Jaffrey,no,2009,8 x 10 Tasveer,23.58,no,Nagesh Kukunoor
Javed Jaffrey,no,2009,Daddy Cool,,no,K. Murli Manohar Rao
Javed Jaffrey,no,2009,Kambakkht Ishq,85.56,yes,Sabbir Khan
Javed Jaffrey,no,2009,Paying Guests,,no,Paritossh Painter
Javed Jaffrey,no,2011,Double Dhamaal,70.54,yes,Indra Kumar
Javed Jaffrey,no,2014,Mr Joe B. Carvalho,,yes,Samir Tiwari
Javed Jaffrey,no,2016,Ishq Forever,,no,Sameer Sippy
Javed Jaffrey,no,2019,Bala,172.00,no,Amar Kaushik
Javed Jaffrey,no,2019,Total Dhamaal,228.27,no,Indra Kumar
Javed Jaffrey,no,2020,Maska,,no,Neeraj Udhwani
Javed Jaffrey,no,2021,Bhoot Police,,yes,Pavan Kirpalani
Javed Jaffrey,no,2025,Inn Galiyon Mein,,no,Avinash Das
Javed Shaikh,no,2008,Jannat,41.50,yes,Kunal Deshmukh
Javed Sheikh,no,2005,Dus,38.84,yes,Anubhav Sinha
Javed Sheikh,no,2005,Shikhar,10.30,yes,John Matthew Matthan
Javed Sheikh,no,2007,Namastey London,71.40,yes,Vipul Amrutlal Shah
Javed Sheikh,no,2008,Yuvvraaj,31.22,yes,Subhash Ghai
Javed Sheikh,no,2010,Hum Tum Aur Ghost,8.01,no,Kabeer Kaushik
Javed Sheikh,no,2010,Kajraare,,no,Pooja Bhatt
Javed Sheikh,no,2010,Road To Sangam,,no,Amit Rai
Javed Sheikh,no,2011,Na Jaane Kabse Hum Hi,,no,Pammi Somal
Jawed Sheikh,no,2008,My Name Is Anthony Gonsalves,,no,Eeshwar Nivas
Jay Bhanushali,no,2014,Desi Kattey,,no,Anand Kumar
Jay Bhanushali,no,2014,Hate Story 2,31.07,no,Vishal Pandya
Jay Bhanushali,no,2015,Ek Paheli Leela,27.47,no,Bobby Khan
Jay Singh Rajpoot,no,2015,MSG: The Messenger,17.70,no,"Gurmeet Ram Rahim Singh , Jeetu Arora"
Jay Thakkar,no,2025,Kapkapiii,,yes,Sangeeth Sivan
Jaya Ahsan,no,2023,Kadak Singh,,no,Aniruddha Roy Chowdhury
Jaya Bachchan,no,2000,Dr Mukta,,no,
Jaya Bachchan,no,2000,Fiza,32.20,yes,Khalid Mohammed
Jaya Bachchan,no,2001,Kabhi Khushi Kabhie Gham,135.53,yes,Karan Johar
Jaya Bachchan,no,2002,Koi Mere Dil Se Poochhe,,yes,Boney Kapoor
Jaya Bachchan,no,2003,Kal Ho Naa Ho,86.09,yes,Nikhil Advani
Jaya Bachchan,no,2007,Laaga Chunari Mein Daag,25.00,yes,Pradeep Sarkar
Jaya Bachchan,no,2008,Drona,15.00,yes,Goldie Behl
Jaya Bachchan,no,2016,Ki & Ka,100.33,yes,R. Balki
Jaya Bachchan,no,2023,Rocky Aur Rani Kii Prem Kahaani,355.61,yes,Karan Johar
Jaya Bhaduri,no,2014,Sholay 3D,58.00,no,Ramesh Sippy
Jaya Bhattacharya,no,2006,Jigyaasa,,no,Faisal Saif
Jaya Bhattacharya,no,2023,Minus 31: The Nagpur Files,0.06,no,Pratik Moitro
