year,title,director,cast,gross_raw,gross_cr
2023,Mumbaikar,Santosh Sivan,Vikrant Massey; Vijay Sethupathi; Tanya Maniktala; Ranvir Shorey; Sachin Khedekar,,
2023,Bloody Daddy,Ali Abbas Zafar,Rajeev Khandelwal; Amy Aela; Shahid Kapoor; Sanjay Kapoor; Diana Penty; Ronit Roy; Vivan Bhatena,,
2023,Adipurush,Om Raut,Saif Ali Khan; Prabhas; Kriti Sanon; Sunny Singh,₹350 crore,350.00
2023,I Love You,Nikhil Mahajan,Rakul Preet Singh; Akshay Oberoi; Pavail Gulati,,
2023,1920: Horrors of the Heart,Krishna Bhatt,Avika Gor; Rahul Dev; Barkha Bisht; Randheer Rai,,
2023,Tiku Weds Sheru,Sai Kabir,Nawazuddin Siddiqui; Avneet Kaur,,
2023,Aseq,Sarim Momin,Sonnalli Seygall; Vardhan Puri; Siddhanth Kapoor,,
2023,Satyaprem Ki Katha,Sameer Vidwans,Kartik Aaryan; Kiara Advani; Gajraj Rao; Supriya Pathak,,
2023,Lust Stories 2,R. Balki Konkona Sen Sharma Amit Ravindernath Sharma Sujoy Ghosh,Amruta Subhash; Angad Bedi; Neena Gupta; Mrunal Thakur; Kumud Mishra; Tamannaah Bhatia; Kajol; Tillotama Shome; Vijay Varma,,
2023,Sergeant,Prawaal Raman,Randeep Hooda; Adil Hussain; Sapna Pabbi; Arun Govil; Sonia Goswami,,
2023,Neeyat,Anu Menon,Vidya Balan; Ram Kapoor; Rahul Bose; Shahana Goswami; Neeraj Kabi; Prajakta Koli; Shashank Arora; Amrita Puri,,
2023,Tarla,Piyush Gupta,Huma Qureshi; Sharib Hashmi; Veenah Naair,,
2023,Blind,Shome Makhija,Sonam Kapoor; Purab Kohli; Vinay Pathak; Lillete Dubey,,
2023,72 Hoorain,Sanjay Puran Singh Chauhan,Saru Maini; Aamir Bashir; Rasheed Naz; Pawan Malhotra,,
2023,Ishq-e-Nadaan,Avishek Ghosh,Lara Dutta; Neena Gupta; Kanwaljit Singh; Shriya Pilgaonkar; Mohit Raina; Suhail Nayyar,,
2023,Bawaal,Nitesh Tiwari,Varun Dhawan; Janhvi Kapoor,,
2023,Trial Period,Aleya Sen,Genelia Deshmukh; Manav Kaul; Shakti Kapoor; Sheeba Chadha; Gajraj Rao,,
2023,Minus 31: The Nagpur Files,Pratik Moitro,Shivankit Singh Parihar; Raghubir Yadav; Rajesh Sharma; Rucha Inamdar; Santosh Juvekar; Jaya Bhattacharya,,
2023,Ajmer 92,Pushpendra Singh,Karan Verma; Rajesh Sharma; Sayaji Shinde; Brijendra Kala; Zarina Wahab; Manoj Joshi; Alka Amin,,
2023,Rocky Aur Rani Kii Prem Kahaani,Karan Johar,Ranveer Singh; Alia Bhatt; Jaya Bachchan; Dharmendra; Shabana Azmi; Tota Roy Chowdhury; Churni Ganguly; Anjali Anand; Aamir Bashir; Kshitee Jog,₹355.61 crore,355.61
2023,One Friday Night,Manish Gupta,Raveena Tandon; Milind Soman; Vidhi Chitalia,,
2023,Panch Kriti,Sannjoy Bhargv,Brijendra Kala; Umesh Bajpai; Sagar Wahi; Purva Parag; Mahi Soni,,
2023,Lafzon Mein Pyaar,Raja Randeep Giri Dhiraj Mishra,Anita Raj; Zarina Wahab; Vivek Anand Mishra; Kanchan Agnihotri; Mir Sarwar,,
2023,Gadar 2,Anil Sharma,Sunny Deol; Ameesha Patel; Utkarsh Sharma,₹687–691.08 crore,
2023,OMG 2,Amit Rai,Akshay Kumar; Yami Gautam; Pankaj Tripathi; Arun Govil,₹221.08 crore,221.08
2023,Ghoomer,R. Balki,Abhishek Bachchan; Saiyami Kher; Shabana Azmi; Angad Bedi,,
2023,Non Stop Dhamaal,Irshad Khan,Annu Kapoor; Rajpal Yadav; Asrani; Manoj Joshi; Priyanshu Chatterjee; Veronica Vanij,,
2023,Dream Girl 2,Raaj Shaandilyaa,Ayushmann Khurrana; Ananya Panday; Annu Kapoor; Paresh Rawal; Vijay Raaz; Manoj Joshi; Rajpal Yadav; Asrani; Seema Pahwa; Manjot Singh; Abhishek Banerjee,,
2023,Akelli,Pranay Meshram,Nushrratt Bharuccha; Nishant Dahiya; Tsahi Halevi; Amir Boutrous,,
2023,Goldfish,Pushan Kripalani,Kalki Koechlin; Deepti Naval; Rajit Kapoor; Gordon Warnecke,,
2023,Friday Night Plan,Vatsal Neelakantan,Juhi Chawla; Babil Khan; Amrith Jayan; Medha Rana; Aadhya Anand; Ninad Kamat,,
2023,Mystery of the Tattoo,Kalaiarasi Sathappan Ganesh Mahadevan,Rohit Raaj; Daisy Shah; Ameesha Patel; Arjun Rampal,,
2023,Love All,Sudhanshu Sharma,Kay Kay Menon; Swastika Mukherjee; Shriswara; Robin Das; Sumit Arora,,
2023,Jawan,Atlee,Shah Rukh Khan; Nayanthara; Vijay Sethupathi; Priyamani; Sanya Malhotra; Deepika Padukone,"₹1,148.32–1,159 crore",0.00
2023,Haddi,Akshat Ajay Sharma,Nawazuddin Siddiqui; Anurag Kashyap; Ila Arun,,
2023,Jaane Jaan,Sujoy Ghosh,Kareena Kapoor Khan; Jaideep Ahlawat; Vijay Varma,,
2023,The Great Indian Family,Vijay Krishna Acharya,Vicky Kaushal; Manushi Chhillar,,
2023,Sukhee,Sonal Joshi,Shilpa Shetty; Amit Sadh; Kusha Kapila; Dilnaz Irani,,
2023,The Purvanchal Files,Swarup Ghosh,Siddharth Pandey; Shivani Thakur; Zarina Wahab; Mukesh Tiwari; Govind Namdeo,,
2023,The Rise Of Sudarshan Chakra,Anil Kulchainiya,Yashpal Sharma; Preeti Jhangiani; Milind Gunaji; Rakesh Bedi,,
2023,The Vaccine War,Vivek Agnihotri,Anupam Kher; Nana Patekar; Raima Sen; Pallavi Joshi,,
2023,Fukrey 3,Mrighdeep Singh,Pankaj Tripathi; Pulkit Samrat; Varun Sharma; Richa Chadha; Manjot Singh,,
2023,Pyaar Hai Toh Hai,Pradeep R.K. Chaudhary,Karan Hariharan; Paanie Kashyap,,
2023,Dvand: The Internal Conflict,Ishtiyak Khan,Ishtiyak Khan; Sanjay Mishra; Vikram Kochhar; Ipshita Chakraborty Singh; Faiz Mohammed Khan,,
2023,Tumse Na Ho Payega,Abhishek Sinha,Ishwak Singh; Mahima Makwana; Gaurav Pandey; Amala Akkineni; Gurpreet Saini,,
2023,Dono,Avnish S. Barjatya,Rajveer Deol; Paloma,,
2023,Khufiya,Vishal Bharadwaj,Tabu; Ali Fazal; Wamiqa Gabbi; Ashish Vidyarthi; Azmeri Haque Badhon; Alexx O'Nell,,
2023,Mission Raniganj,Tinu Suresh Desai,Akshay Kumar; Parineeti Chopra,,
2023,Thank You for Coming,Karan Boolani,Bhumi Pednekar; Shehnaaz Gill; Dolly Singh; Kusha Kapila; Shibani Bedi; Karan Kundrra; Tejaswi Dev Chaudhary; Saloni Daini,,
2023,Yaatris,Harish Vyas,Raghubir Yadav; Seema Pahwa; Anuraag Malhan; Jamie Lever; Chahatt Khanna,,
2023,Dhak Dhak,Tarun Dudeja,Ratna Pathak Shah; Dia Mirza; Fatima Sana Shaikh; Sanjana Sanghi,,
2023,Guthlee Ladoo,Ishrat R. Khan,Sanjay Mishra; Heet Sharma; Subrat Dutta; Kalyanee Mulay,,
2023,Darran Chhoo,Bharat Ratan,Karan Patel; Ankita Bhargava Patel; Ashutosh Rana; Manoj Joshi; Saanand Verma; Smiriti Kalra,,
2023,Bhagwan Bharose,Shiladitya Bora,Vinay Pathak; Masumeh Makhija; Manurishi Chaddha; Shrikant Verma; Satendra Soni; Sparsh Suman,,
2023,Ganapath,Vikas Bahl,Amitabh Bachchan; Tiger Shroff; Kriti Sanon; Elli AvrRam,,
2023,Yaariyan 2,Radhika Rao Vinay Sapru,Divya Khosla Kumar; Yash Daasguptaa; Pearl V Puri; Meezaan Jafri; Anaswara Rajan; Priya Prakash Varrier; Warina Hussain,,
2023,12th Fail,Vidhu Vinod Chopra,Vikrant Massey; Medha Shankar; Priyanshu Chatterjee; Harish Khanna,,
2023,Tejas,Sarvesh Mewara,Kangana Ranaut,,
2023,Sajini Shinde Ka Viral Video,Mikhil Musale,Nimrat Kaur; Radhika Madan; Bhagyashree; Sumeet Vyas; Subodh Bhave; Chinmay Mandlekar,,
2023,Mujib: The Making of a Nation,Shyam Benegal,Arifin Shuvoo; Nusrat Imrose Tisha; Nusraat Faria; Fazlur Rahman Babu; Shahidul Alam Sachchu; Deepak Antani,,
2023,Pyar Ki Policy,Sudhish Kumar Sharma,Manoj Bakshi; Girish Thapar; Vikas Giri; Jolly Bhatia; Megha Saxsena; Sunny Prajapati,,
2023,Mandali,Rakesh Chaturvedi Om,Abhishek Duhan; Rajniesh Duggall; Brijendra Kala; Vineet Kumar; Aanchal Munjal,,
2023,Aankh Micholi,Umesh Shukla,Abhimanyu Dassani; Mrunal Thakur; Paresh Rawal; Sharman Joshi; Divya Dutta; Abhishek Banerjee; Darshan Jariwala; Vijay Raaz,,
2023,The Lady Killer,Ajay Bahl,Arjun Kapoor; Bhumi Pednekar,,
2023,Lakeerein,Durgesh Pathak,Ashutosh Rana; Bidita Bag; Tia Bajpai; Rajesh Jais,,
2023,Hukus Bukus,Vinay Bharadwaj Saumitra Singh,Darsheel Safary; Arun Govil; Sajjad Delafrooz; Gautam Vij; Mir Sarwar,,
2023,UT69,Shahnawaz Ali,Raj Kundra; Kumar Saurabh,,
2023,Three of Us,Avinash Arun Dhaware,Shefali Shah; Jaideep Ahlawat; Swanand Kirkire,,
2023,Shastry Viruddh Shastry,Shiboprosad Mukherjee Nandita Roy,Paresh Rawal; Shiv Panditt; Neena Kulkarni; Mimi Chakraborty,,
2023,Pippa,Raja Krishna Menon,Ishaan Khatter; Mrunal Thakur; Priyanshu Painyuli; Soni Razdan,,
2023,Tiger 3,Maneesh Sharma,Salman Khan; Katrina Kaif; Emraan Hashmi,₹466.63 crore,466.63
2023,Apurva,Nikhil Nagesh Bhat,Tara Sutaria; Abhishek Banerjee; Rajpal Yadav; Dhairya Karwa,,
2023,Khichdi 2: Mission Paanthukistan,Aatish Kapadia,Supriya Pathak; Rajeev Mehta; Anang Desai; Vandana Pathak; Kirti Kulhari; Jamnadas Majethia,,
2023,Sab Moh Maaya Hai,Abhinav Pareek,Sharman Joshi; Annu Kapoor,,
2023,Farrey,Soumendra Padhi,Alizeh Agnihotri; Zeyn Shaw; Sahil Mehta; Prasanna Bisht; Ronit Roy; Juhi Babbar,,
2023,Starfish,Akhilesh Jaiswal,Khushalii Kumar; Milind Soman; Ehan Bhat; Tusharr Khanna,,
2023,Do Ajnabee,Sanjeev Kumar Rajput,Aarya Babbar; Ankit Bathla; Anu Mitra; Aman Yatan Verma,,
2023,Animal,Sandeep Reddy Vanga,Ranbir Kapoor; Rashmika Mandanna; Anil Kapoor; Bobby Deol; Tripti Dimri,₹905–917.82 crore,
2023,Sam Bahadur,Meghna Gulzar,Vicky Kaushal; Sanya Malhotra; Fatima Sana Shaikh,,
2023,The Archies,Zoya Akhtar,Mihir Ahuja; Suhana Khan; Khushi Kapoor; Agastya Nanda; Vedang Raina; Aditi Saigal; Yuvraj Menda,,
2023,Joram,Devashish Makhija,Manoj Bajpayee; Mohammed Zeeshan Ayyub; Smita Tambe,,
2023,Kadak Singh,Aniruddha Roy Chowdhury,Pankaj Tripathi; Parvathy Thiruvothu; Jaya Ahsan; Sanjana Sanghi; Dilip Shankar; Paresh Pahuja; Varun Buddhadev,,
2023,Mast Mein Rehne Ka,Vijay Maurya,Jackie Shroff; Neena Gupta; Abhishek Chauhan; Monika Panwar; Rakhi Sawant; Faisal Malik,,
2023,Kaisi Ye Dor,Ratna Neelam Pandey Sandeep S. Choudhary,Nikhil Pandey; Jashn Agnihotri; Ratna Neelam Pandey; Brijendra Kala,,
2023,Dunki,Rajkumar Hirani,Shah Rukh Khan; Taapsee Pannu; Vicky Kaushal; Boman Irani; Vikram Kochhar; Anil Grover,₹470.6 crore,470.60
2023,Dry Day,Saurabh Shukla,Jitendra Kumar; Annu Kapoor; Shriya Pilgaonkar,,
2023,Kho Gaye Hum Kahan,Arjun Varain Singh,Adarsh Gourav; Siddhant Chaturvedi; Ananya Panday,,
2023,Safed,Sandeep Singh,Abhay Verma; Meera Chopra,,
2024,Tauba Tera Jalwa,Akashaditya Lama,Jatin Khurana; Ameesha Patel; Angela Krislinzki,,
2024,Main Paapi Hoon,Jay Dogra,Ankur Nayyar,,
2024,Merry Christmas,Sriram Raghavan,Katrina Kaif; Vijay Sethupathi,,
2024,Main Atal Hoon,Ravi Jadhav,Pankaj Tripathi,,
2024,Fighter,Siddharth Anand,Hrithik Roshan; Deepika Padukone; Anil Kapoor; Karan Singh Grover; Akshay Oberoi; Sanjeeda Sheikh,₹344.46 crore,344.46
2024,Teri Baaton Mein Aisa Uljha Jiya,Amit Joshi Aradhana Sah,Shahid Kapoor; Kriti Sanon; Dharmendra; Dimple Kapadia,₹133.64 crore,133.64
2024,Bhakshak,Pulkit,Bhumi Pednekar; Sanjay Mishra; Sai Tamhankar; Aditya Srivastava,,
2024,Lantrani,Gurvinder Singh Kaushik Ganguly Bhaskar Hazarika,Jitendra Kumar; Jisshu Sengupta; Johnny Lever; Nimisha Sajayan; Sanjay Mahanand; Boloram Das,,
2024,Mirg,Tarun Sharma,Satish Kaushik; Anup Soni; Shwetaabh Singh; Raj Babbar,,
2024,Dashmi,Shantanu Anant Tambe,Vardhan Puri; Gaurav Sareen; Sanjay Pandey; Rajesh Jais,,
2024,Kuch Khattaa Ho Jaay,G. Ashok,Guru Randhawa; Saiee Manjrekar; Anupam Kher; Ila Arun,,
2024,Crakk,Aditya Datt,Vidyut Jammwal; Nora Fatehi; Arjun Rampal; Amy Jackson,,
2024,Article 370,Aditya Suhas Jambhale,Yami Gautam; Priyamani; Skand Thakur; Ashwini Kaul; Vaibhav Tatwawadi; Arun Govil; Kiran Karmarkar,₹110.57 crore,110.57
2024,All India Rank,Varun Grover,Bodhisattva Sharma; Samta Sudiksha; Sheeba Chaddha; Geeta Agrawal; Neeraj Ayush Pandey; Saadat Khan,,
2024,Chote Nawab,Kumud Chaudhary,Akshay Oberoi; Plabita Borthakur; Svar Kamble; Shataf Figar; Ekavali Khanna; Rajshri Deshpande; Falaq Naaz; Sadiya Siddiqui; Lalit Tiwari; Sohaila Kapur; Ayush Tandon; Neeraj Sood,,
2024,Laapataa Ladies,Kiran Rao,Ravi Kishan; Nitanshi Goel; Pratibha Ranta; Sparsh Srivastav; Chhaya Kadam,,
2024,Dange,Bejoy Nambiar,Harshvardhan Rane; Ehan Bhat; Nikita Dutta; TJ Bhanu,,
2024,Operation Valentine,Shakti Pratap Singh Hada,Varun Tej; Manushi Chhillar,,
2024,Kaagaz 2,V. K. Prakash,Anupam Kher; Darshan Kumar; Smiriti Kalra; Satish Kaushik; Neena Gupta,,
2024,Fairy Folk,Karan Gour,Rasika Duggal; Mukul Chadda; Chandrachoor Rai,,
2024,Shaitaan,Vikas Bahl,Ajay Devgn; R. Madhavan; Jyothika,₹211.06 crore,211.06
2024,Tera Kya Hoga Lovely,Balwinder Singh Janjua,Randeep Hooda; Ileana D'Cruz; Karan Kundrra,,
2024,Alpha Beta Gamma,Shankar Srikumar,Nishan; Amit Kumar Vashisth; Reena Aggarwal,,
2024,Yodha,Sagar Ambre Pushkar Ojha,Sidharth Malhotra; Raashii Khanna; Disha Patani,,
2024,Bastar: The Naxal Story,Sudipto Sen,Adah Sharma; Shilpa Shukla; Yashpal Sharma; Subrat Dutta; Raima Sen,,
2024,Murder Mubarak,Homi Adajania,Sara Ali Khan; Pankaj Tripathi; Vijay Varma; Dimple Kapadia; Karisma Kapoor; Sanjay Kapoor; Tisca Chopra; Suhail Nayyar,,
2024,Ae Watan Mere Watan,Kannan Iyer,Sara Ali Khan; Sparsh Srivastav; Anand Tiwari; Benedict Garrett; Alexx O'Nell; Abhay Verma,,
2024,Madgaon Express,Kunal Khemu,Divyenndu; Pratik Gandhi; Avinash Tiwary; Nora Fatehi; Upendra Limaye; Chhaya Kadam,,
2024,Swatantrya Veer Savarkar,Randeep Hooda,Randeep Hooda; Ankita Lokhande; Amit Sial,,
2024,Crew,Rajesh A Krishnan,Tabu; Kareena Kapoor Khan; Kriti Sanon; Diljit Dosanjh,₹157.08 crore,157.08
2024,Woh Bhi Din The,Sajid Ali,Rohit Saraf; Adarsh Gourav; Sanjana Sanghi,,
2024,Patna Shuklla,Vivek Budakoti,Raveena Tandon; Manav Vij,,
2024,Bengal 1947,Akashaditya Lama,Devoleena Bhattacharjee; Omkar Das Manikpuri; Aditya Lakhia; Sohaila Kapur,,
2024,Dukaan,Siddharth–Garima,Monika Panwar; Sikandar Kher; Monali Thakur,,
2024,Bade Miyan Chote Miyan,Ali Abbas Zafar,Akshay Kumar; Tiger Shroff; Prithviraj Sukumaran; Manushi Chhillar; Alaya F; Sonakshi Sinha; Ronit Bose Roy,,
2024,Maidaan,Amit Sharma,Ajay Devgn; Priyamani; Gajraj Rao,,
2024,Amar Singh Chamkila,Imtiaz Ali,Diljit Dosanjh; Parineeti Chopra,,
2024,Ameena,Kumar Raj,Rekha Rana; Anant Mahadevan,,
2024,Gauraiya Live,Gabriel Vats,Ada Singh; Randhir Singh Thakur; Omkar Das Manikpuri; Shagufta Ali; Pankaj Jha; Seema Saini,,
2024,Silence 2: The Night Owl Bar Shootout,Aban Bharucha Deohans,Manoj Bajpayee; Prachi Desai; Sahil Vaid; Parul Gulati; Shruti Bapna,,
2024,Love Sex Aur Dhokha 2,Dibakar Banerjee,Mouni Roy; Nimrit Kaur Ahluwalia; Tusshar Kapoor; Urfi Javed; Sophie Choudry,,
2024,Do Aur Do Pyaar,Shirsha Guha Thakurta,Vidya Balan; Pratik Gandhi; Ileana D'Cruz; Sendhil Ramamurthy,,
2024,Kaam Chalu Hai,Palash Muchhal,Rajpal Yadav; Giaa Manek; Kurangi Nagraj,,
2024,Appu,Prosenjit Ganguly,Arjun Bajwa; Rupa Bhimani; Abhijit Bhunia,,
2024,Luv You Shankar,Rajiv S. Ruia,Shreyas Talpade; Tanishaa Mukerji; Abhimanyu Singh; Hemant Pandey,,
2024,The Legacy of Jineshwar,Pradeep P. Jadhav Vivek Iyer,Shubham Vyas; Surendra Pal; Anil Lalwani; Manish Bishla,,
2024,Ruslaan,Karan Butani,Aayush Sharma; Sushrii Shreya Mishraa; Jagapathi Babu; Vidya Malvade,,
2024,Main Ladega,Gaurav Rana,Akash Pratap Singh,,
2024,Srikanth,Tushar Hiranandani,Rajkummar Rao; Jyothika; Alaya F; Sharad Kelkar,,
2024,Tipppsy,Deepak Tijori,Deepak Tijori; Natasha Suri; Kainaat Arora; Nazia Hussain; Alankrita Sahai; Sonia Birje,,
2024,Kartam Bhugtam,Soham P. Shah,Shreyas Talpade; Vijay Raaz; Madhoo; Aksha Pardasany,,
2024,Bhaiyya Ji,Apoorva Singh Karki,Manoj Bajpayee; Suvinder Vicky; Jatin Goswami; Vipin Sharma; Zoya Hussain,,
2024,Mr. & Mrs. Mahi,Sharan Sharma,Rajkummar Rao; Janhvi Kapoor,,
2024,Savi,Abhinay Deo,Anil Kapoor; Divya Khosla Kumar; Harshvardhan Rane,,
2024,Chhota Bheem and the Curse of Damyaan,Rajiv Chilaka,Anupam Kher; Makrand Deshpande; Sanjay Bishnoi; Surbhi Tiwari; Yagya Bhasin,,
2024,Dedh Bigha Zameen,Pulkit,Pratik Gandhi; Khushalii Kumar,,
2024,House of Lies,Saumitra Singh,Sanjay Kapoor; Ssmilley Suri; Simran Kaur Suri; Hiten Paintal,,
2024,Malhar,Vishal Kumbhar,Sharib Hashmi; Anjali Patil; Rishi Saxena; Mohammad Samad; Shrinivas Pokale,,
2024,Bajrang Aur Ali,Jaiveer,Sachin Parikh; Gaurav Shankar,,
2024,Blackout,Devang Shashin Bhavsar,Vikrant Massey; Mouni Roy; Sunil Grover,,
2024,Munjya,Aditya Sarpotdar,Sharvari; Abhay Verma; Mona Singh,₹132.13 crore,132.13
2024,Phooli,Avinash Dhyani,Avinash Dhyani; Suruchi Saklani; Riya Baluni,,
2024,Chandu Champion,Kabir Khan,Kartik Aaryan,,
2024,Manihar,Sanjeev Kumar Rajput,Badrul Islam; Pankaj Berry,,
2024,Luv Ki Arrange Marriage,Ishrat R. Khan,Sunny Singh; Avneet Kaur; Annu Kapoor; Supriya Pathak; Rajpal Yadav,,
2024,Ishq Vishk Rebound,Nipun Dharmadhikari,Rohit Saraf; Pashmina Roshan; Jibraan Khan; Naila Grrewal,,
2024,Maharaj,Siddharth P. Malhotra,Junaid Khan; Jaideep Ahlawat; Shalini Pandey; Sharvari,,
2024,Hamare Baarah,Kamal Chandra,Annu Kapoor; Parth Samthaan; Manoj Joshi,,
2024,Pushtaini,Vinod Rawat,Vinod Rawat; Hemant Pandey; Shashi Bhushan,,
2024,Jahangir National University,Vinay Sharma,Siddharth Bodke; Urvashi Rautela; Rashami Desai; Piyush Mishra; Ravi Kishan,,
2024,Rautu Ka Raaz,Anand Surapur,Nawazuddin Siddiqui; Rajesh Kumar; Narayani Shastri; Atul Tiwari,,
2024,Sharmajee Ki Beti,Tahira Kashyap Khurana,Divya Dutta; Sakshi Tanwar; Saiyami Kher; Sharib Hashmi,,
2024,Kooki,Pranab J Deka,Ritisha Khaund; Rajesh Tailang; Rina Rani; Dipannita Sharma; Devoleena Bhattacharjee,,
2024,Kill,Nikhil Nagesh Bhat,Lakshya; Raghav Juyal; Tanya Maniktala,,
2024,Wild Wild Punjab,Simarpreet Singh,Varun Sharma; Sunny Singh; Manjot Singh; Jassie Gill; Patralekha Paul; Ishita Raj Sharma,,
2024,Sarfira,Sudha Kongara,Akshay Kumar; Paresh Rawal; Radhika Madan,,
2024,Kakuda,Aditya Sarpotdar,Riteish Deshmukh; Sonakshi Sinha; Saqib Saleem,,
2024,Bad Newz,Anand Tiwari,Vicky Kaushal; Triptii Dimri; Ammy Virk; Neha Dhupia,₹115.74 crore,115.74
2024,Accident or Conspiracy: Godhra,M.K Shivaaksh,Ranvir Shorey; Manoj Joshi,,
2024,Bloody Ishq,Vikram Bhatt,Avika Gor; Vardhan Puri,,
2024,Pride,Pankaj Kr Virat,Mimoh Chakraborty; Aishwarya Raj Bhakuni; Arif Zakaria,,
2024,Auron Mein Kahan Dum Tha,Neeraj Pandey,Ajay Devgn; Tabu; Jimmy Sheirgill; Shantanu Maheshwari; Saiee Manjrekar,,
2024,Ulajh,Sudhanshu Saria,Janhvi Kapoor; Gulshan Devaiah; Rajesh Tailang; Meiyang Chang; Roshan Mathew,,
2024,Aliya Basu Gayab Hai,Preeti Singh,Vinay Pathak; Raima Sen; Salim Diwan,,
2024,Phir Aayi Hasseen Dillruba,Jayprad Desai,Taapsee Pannu; Vikrant Massey; Sunny Kaushal; Jimmy Sheirgill,,
2024,Ghudchadi,Binoy Gandhi,Sanjay Dutt; Raveena Tandon; Parth Samthaan; Khushalii Kumar,,
2024,Ghuspaithiya,Susi Ganeshan,Urvashi Rautela; Vineet Kumar Singh; Akshay Oberoi,,
2024,Khel Khel Mein,Mudassar Aziz,Akshay Kumar; Taapsee Pannu; Fardeen Khan; Vaani Kapoor; Ammy Virk; Pragya Jaiswal; Aditya Seal,,
2024,Vedaa,Nikkhil Advani,John Abraham; Sharvari; Abhishek Banerjee; Ashish Vidyarthi,,
2024,Stree 2,Amar Kaushik,Shraddha Kapoor; Rajkummar Rao; Aparshakti Khurana; Pankaj Tripathi; Abhishek Banerjee,₹874.58 crore,874.58
2024,Tikdam,Vivek Anchalia,Amit Sial; Arisht Jain; Aarohi Saud; Divyansh Dwivedi; Nayan Bhatt,,
2024,A Wedding Story,Abhinav Pareek,Vaibhav Tatwawadi; Mukti Mohan; Lakshvir Singh Saran; Monica Chaudhary; Akshay Anand,,
2024,Pad Gaye Pange,Santosh Kumar,Samarpan Singh; Rajpal Yadav; Rajesh Sharma; Faisal Malik; Varsha Rekhate; Rrajesh Yadav,,
2024,Visfot,Kookie Gulati,Riteish Deshmukh; Fardeen Khan; Priya Bapat; Krystle D'Souza,,
2024,The Buckingham Murders,Hansal Mehta,Kareena Kapoor Khan; Ash Tandon; Ranveer Brar; Keith Allen,,
2024,Sector 36,Aditya Nimbalkar,Vikrant Massey; Deepak Dobriyal,,
2024,Berlin,Atul Sabharwal,Ishwak Singh; Aparshakti Khurana; Rahul Bose; Anupriya Goenka; Kabir Bedi,,
2024,Adbhut,Sabbir Khan,Nawazuddin Siddiqui; Diana Penty; Shreya Dhanwanthary; Rohan Mehra,,
2024,Kahan Shuru Kahan Khatam,Saurabh Dasgupta,Dhvani Bhanushali; Aashim Gulati; Supriya Pilgaonkar; Rakesh Bedi; Sonali Sachdev; Rajesh Sharma; Akhilendra Mishra; Chittranjan Tripathy; Vikram Kochhar; Himansh Kohli; Vikas Verma,,
2024,Yudhra,Ravi Udyawar,Siddhant Chaturvedi; Malavika Mohanan; Raghav Juyal; Gajraj Rao; Ram Kapoor,,
2024,Nasha Jurm Aur Gangsters,Rajkumar Patra,Rajkumar Patra; Rocky Rupkumar Patra; Yudi; Munni Pankaj; Abhijit Acharjee,,
2024,Jo Tera Hai Woh Mera Hai,Raj Trivedi,Paresh Rawal; Amit Sial; Faisal Malik; Sonali Kulkarni; Sonnalli Seygall,,
2024,"Love, Sitara",Vandana Kataria,Sobhita Dhulipala; Rajeev Siddhartha; Sonali Kulkarni; B. Jayashree; Virginia Rodrigues; Sanjay Bhutiani; Tamara D’Souza; Rijul Ray,,
2024,Binny And Family,Ssanjay Tripaathy,Anjini Dhawan; Pankaj Kapur; Rajesh Kumar; Charu Shankar; Himani Shivpuri; Naman Tripathy,,
2024,CTRL,Vikramaditya Motwane,Ananya Panday; Vihaan Samat,,
2024,Amar Prem Ki Prem Kahani,Hardik Gajjar,Sunny Singh; Aditya Seal; Pranutan Bahl,,
2024,The Signature,Gajendra Ahire,Anupam Kher; Mahima Chaudhry; Neena Kulkarni; Annu Kapoor; Ranvir Shorey,,
2024,Jigra,Vasan Bala,Alia Bhatt; Vedang Raina,,
2024,Vicky Vidya Ka Woh Wala Video,Raaj Shaandilyaa,Rajkummar Rao; Triptii Dimri,,
2024,Aayushmati Geeta Matric Pass,Prradip Khairwar,Kashika Kapoor; Anuj Saini; Atul Srivastav; Alka Amin,,
2024,Do Patti,Shashanka Chaturvedi,Kajol; Kriti Sanon; Shaheer Sheikh; Tanvi Azmi; Brijendra Kala; Vivek Mushran; Prachi Shah,,
2024,Bandaa Singh Chaudhary,Abhishek Saxena,Arshad Warsi; Meher Vij,,
2024,The Miranda Brothers,Sanjay Gupta,Harshvardhan Rane; Meezaan Jafri,,
2024,Navras Katha Collage,Praveen Hingonia,Praveen Hingonia; Sheeba Chaddha; Rajesh Sharma; Alka Amin; Revathi Pillai,,
2024,Bhool Bhulaiyaa 3,Anees Bazmee,Kartik Aaryan; Vidya Balan; Madhuri Dixit; Triptii Dimri,₹423.85 crore,423.85
2024,Singham Again,Rohit Shetty,Ajay Devgn; Akshay Kumar; Ranveer Singh; Tiger Shroff; Kareena Kapoor Khan; Deepika Padukone; Arjun Kapoor; Jackie Shroff,₹389.64 crore,389.64
2024,Vijay 69,Akshay Roy,Anupam Kher; Chunky Panday; Mihir Ahuja,,
2024,Ella,Roshan Fernandes,Isha Talwar; Makarand Deshpande; Saranya Sharma,,
2024,Khwaabon Ka Jhamela,Danish Aslam,Prateik Babbar; Sayani Gupta; Kubbra Sait,,
2024,The Sabarmati Report,Dheeraj Sarna,Vikrant Massey; Raashii Khanna; Riddhi Dogra,,
2024,Naam,Anees Bazmee,Ajay Devgn; Sameera Reddy; Bhumika Chawla; Rahul Dev,,
